brand, product, price, shipping, hyperlink
ASUS,ASUS GeForce GTX 1060 DUAL-GTX1060-O6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,$489.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1060-dual-gtx1060-o6g/p/N82E16814126122?Item=9SIAE8DBF39595
None,2GB PCIe 2.0 x16 Low Profile Half Height Size Length Single Slot Video Graphics Card for DELL OPTIPLEX 580 740 745 750 755 760 780 790 960 980 990 DT SFF Video Card,$118.43,$9.46 Shipping,https://www.newegg.com/p/1FT-000E-001E9?Item=9SIA4UBAVE4073
PNY Technologies  Inc.,PNY GeForce RTX 2060 6GB XLR8 Gaming Overclocked Edition Video Card| VCG20606DFPPB-O,$456.93,Free Shipping,https://www.newegg.com/pny-geforce-rtx-2060-vcg20606dfppb-o/p/N82E16814133776?Item=9SIABVR9F04572
EVGA,EVGA GeForce GTX 980 Ti 06G-P4-1996-KR 6GB HYBRID GAMING| "All in One" No Hassle Water Cooling| Just Plug and Play Graphics Card,$599.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-hybrid-06g-p4-1996-kr/p/N82E16814487144?Item=9SIAE8D8ZC5981
MSI,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti DUKE 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$1090.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-duke-11g-oc/p/N82E16814137142?Item=9SIAE8D8NH0226
EVGA,EVGA GeForce GTX 980 Ti 06G-P4-4995-KR 6GB SC+ GAMING w/ACX 2.0+| Whisper Silent Cooling w/ Free Installed Backplate Graphics Card,$619.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-06g-p4-4995-kr/p/N82E16814487142?Item=9SIAE8D8TP4521
EVGA,EVGA GeForce GTX TITAN X 12G-P4-1999-KR 12GB HYBRID GAMING| "All in One" No Hassle Water Cooling| Just Plug and Play Graphics Card,$1199.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-titan-x-hybrid-12g-p4-1999-kr/p/N82E16814487143?Item=9SIAE8D8KX8724
EVGA,EVGA GeForce GTX 690 DirectX 12 (feature level 11_0) 04G-P4-2690-KR 4GB 512-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$399.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-690-04g-p4-2690-kr/p/N82E16814130781?Item=9SIAE8D8581209
EVGA,EVGA GeForce GTX 660 Ti DirectX 11 02G-P4-3660-KR 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$289.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-660-ti-02g-p4-3660-kr/p/N82E16814130809?Item=9SIAE8DAMN9548
EVGA,EVGA GeForce GTX 980 Ti 06G-P4-4996-KR 6GB FTW GAMING w/ACX 2.0+| Whisper Silent Cooling w/ Free Installed Backplate Graphics Card,$650.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-06g-p4-4996-kr/p/N82E16814487160?Item=9SIAE8D8HT3759
GIGABYTE,GIGABYTE GeForce GTX 1070 Ti DirectX 12 GV-N107TWF2-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card,$685.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107twf2-8gd/p/N82E16814932012?Item=9SIAE8D8ZR8895
MSI,MSI DUKE GTX 1070 Ti DUKE 8G GeForce GTX 1070 Ti Graphic Card - 1.61 GHz Core - 1.68 GHz Boost Clock - 8 GB GDDR5,$685.00,Free Shipping,https://www.newegg.com/msi-gtx-1070-ti-duke-8g/p/N82E16814137296?Item=9SIAE8D9AT0518
EVGA,EVGA 03G-P4-2883-KR G-SYNC Support GeForce GTX 780 Ti Superclocked 3GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,$410.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-780-ti-superclocked-03g-p4-2883-kr/p/N82E16814487001?Item=9SIAE8DAKE7643
NVIDIA,Nvidia GEFORCE GTX 1080 Ti - FE Founder's Edition,$1099.00,Free Shipping,https://www.newegg.com/p/1FT-0004-001S4?Item=9SIAE8D8CH8886
Corn Electronics,CORN GTX 1060 192-Bit 3GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|PUBG|OW|War Thunder etc.,$199.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00019?Item=9SIA4RE8VE4906
EVGA,EVGA 03G-P4-3784-KR G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Dual FTW w/ EVGA ACX Cooler Video Card,$359.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-780-03g-p4-3784-kr/p/N82E16814130951?Item=9SIAE8D8RC5154
MSI,MSI GeForce GTX 950 DirectX 12 GTX 950 GAMING 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX GAMING Video Card,$299.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-950-gtx-950-gaming-2g/p/N82E16814127904?Item=9SIAE8D88Z1091
Corn Electronics,CORN GTX 660 192-Bit 2GB GDDR5 4K Graphic Card DirectX11 Video Card GPU VGA/DVI-D/HDMI|Play for LOL|PUBG|OW|Apex|CSGO etc.,$116.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00021?Item=9SIA4RE8W19320
EVGA,EVGA GeForce GTX 980 04G-P4-5988-KR 4GB K|NGP|N GAMING w/ACX 2.0+| Whisper Silent w/ Multi-Color LED Cooler| Customized Overclocking Graphics Card,$539.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-5988-kr/p/N82E16814487099?Item=9SIAE8D8K82874
None,MAXSUN GeForce GT 730 DirectX 12 730TFII2G 2GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,$89.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-730-gt-730-tfii2g/p/1FT-009J-00017?Item=9SIADJRBG87238
NVIDIA,NVIDIA GeForce GTX Titan Xp Graphic Card - 1.42 GHz Core - 1.58 GHz Boost Clock - 12 GB GDDR5X - Dual Slot Space Required,$1650.00,Free Shipping,https://www.newegg.com/p/1FT-0004-00266?Item=9SIAE8D85A3848
ASUS,ASUS GTX770-DC2OC-2GD5 G-SYNC Support GeForce GTX 770 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$259.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-770-gtx770-dc2oc-2gd5/p/N82E16814121770?Item=9SIAE8D9826695
EVGA,EVGA GeForce GTX 960 DirectX 12 02G-P4-2968-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support FTW ACX 2.0+ Video Card,$299.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-02g-p4-2968-kr/p/N82E16814487100?Item=9SIAE8D8E43492
MSI,MSI GeForce GTX 1070 DirectX 12 GTX 1070 AERO ITX 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$610.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-gtx-1070-aero-itx-8g-oc/p/N82E16814137092?Item=9SIAE8D9B98071
NVIDIA,Dell Nvidia Tesla M2090 Computing Processor 6GB GDDR5 Processor Video Graphic Card With Tray M7CJ1 0M7CJ1,$129.99,Free Shipping,https://www.newegg.com/dell-nvidia-tesla-m2090/p/1FT-0004-00388?Item=9SIA9AX9323642
ZOTAC,ZOTAC GeForce GTX 1080 Ti AMP Extreme Core 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810F-10P,$1090.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-ti-zt-p10810f-10p/p/N82E16814500423?Item=9SIAE8D8MD4852
EVGA,EVGA SuperClocked 02G-P4-3662-KR G-SYNC Support GeForce GTX 660 Ti 2GB 192-bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$289.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-660-ti-02g-p4-3662-kr/p/N82E16814130810?Item=9SIAE8DAKE7852
GIGABYTE,GIGABYTE GeForce GTX 1070 Ti DirectX 12 GV-N107TGAMING-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card,$685.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107tgaming-8gd/p/N82E16814932013?Item=9SIAE8D8ZR8984
ZOTAC,ZOTAC GeForce GTX 1080 Ti FE DirectX 12 ZT-P10810A-10P 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Cards,$1090.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-ti-fe-zt-p10810a-10p/p/N82E16814500415?Item=9SIAE8D8N93887
MSI,MSI GeForce 210 1GB DirectX 10.1 N210-MD1G/D3 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Graphics Card,$62.99,Free Shipping,https://www.newegg.com/msi-geforce-210-n210-md1g-d3/p/1FT-0009-000Y9?Item=9SIA73M77B2932
MSI,MSI GeForce GTX 960 DirectX 12 GTX 960 GAMING 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$349.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-960-gtx-960-gaming-2g/p/N82E16814127843?Item=9SIAE8D8W16708
EVGA,EVGA GeForce GTX 1080 FTW HYBRID GAMING 8GB| 08G-P4-6288-KR| GDDR5X| RGB LED| All-In-One Watercooling with 10CM FAN| 10 Power Phases| Double BIOS| DX12 OSD Support (PXOC) Video Graphics Card,$869.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6288-kr/p/1FT-001K-002S5?Item=9SIAE8D8SS2790
GIGABYTE,GIGABYTE AORUS XTREME GeForce GTX 1060 6G REV 2.0| GV-N1060AORUS-X6GDR2,$489.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1060-gv-n1060aorus-x-6gd/p/N82E16814125970?Item=9SIAE8D9P20654
MSI,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti Titanium 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$680.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-titanium-8g/p/N82E16814137255?Item=9SIAE8D8U54879
Corn Electronics,CORN GTX750Ti 2GB 128Bit GDDR5 Graphic Card Video Card GPU DirectX 12 PCI Express3.0 x16 DVI-D/VGA/HDMI,$129.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00007?Item=9SIA4RE7717516
MSI,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$239.99,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-gaming-x-4g/p/1FT-0009-001D8?Item=9SIA73M85Y0530
ASUS,ASUS GeForce GTX TITAN GTXTITAN-6GD5 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$650.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-titan-gtxtitan-6gd5/p/N82E16814121724?Item=9SIAE8D7ZG4457
ZOTAC,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710B-10P 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card - AMP! EXTREME Edition,$680.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-zt-p10710b-10p/p/N82E16814500429?Item=9SIAE8DAWC3443
HP,HP GeForce GT 630 Graphic Card - 2 GB DDR3 SDRAM - PCI Express x16,$159.00,Free Shipping,https://www.newegg.com/hp-geforce-gt-630-b4j92at/p/N82E16814196049?Item=9SIAE8D6GT7316
MSI,MSI Gaming GeForce GT 710 1GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card (GT 710 1GD3H LPV1),$59.99,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lpv1/p/1FT-0009-002B3?Item=9SIAG7R9422949
MSI,MSI GeForce GTX 1080 DirectX 12 GTX 1080 DUKE 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Cards,$860.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-duke-8g-oc/p/N82E16814137084?Item=9SIAE8D8JA8048
GIGABYTE,GIGABYTE AORUS GeForce GTX 1060 6G REV 2.0| GV-N1060AORUS-6GD R2,$489.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1060-gv-n1060aorus-6gd/p/N82E16814125971?Item=9SIAE8D9P20705
MSI,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 6G OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$489.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-armor-6g-ocv1/p/N82E16814137040?Item=9SIAE8D9C96024
MSI,MSI GeForce GTX 960 DirectX 12 GTX 960 GAMING 100ME 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$399.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-960-gtx-960-gaming-100me/p/N82E16814127845?Item=9SIAE8D8HT0004
ZOTAC,ZOTAC GeForce GTX 980 Ti 6GB AMP! Extreme| ZT-90505-10P,$679.99,$4.99 Shipping,https://www.newegg.com/zotac-geforce-gtx-980-ti-zt-90505-10p/p/N82E16814500379?Item=9SIAGSC94T3541
EVGA,EVGA GeForce GTX 950 02G-P4-2958-KR 2GB FTW GAMING| Silent Cooling Gaming Graphics Card,$319.99,$4.49 Shipping,https://www.newegg.com/evga-geforce-gtx-950-02g-p4-2958-kr/p/N82E16814487159?Item=9SIAGSCB7B3451
MSI,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti LIGHTNING X 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$1490.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-lightning-x/p/N82E16814137159?Item=9SIAE8D8HS9997
GIGABYTE,GIGABYTE GeForce GTX 1070 DirectX 12 GV-N1070IXOC-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card,$620.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-gv-n1070ixoc-8gd/p/N82E16814125893?Item=9SIAE8D8XD2661
GIGABYTE,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080IX-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,$859.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080ix-8gd/p/N82E16814932009?Item=9SIAE8D8HN4620
EVGA,EVGA GeForce GTX 950 DirectX 12 02G-P4-1953-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,$320.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-950-02g-p4-1953-kr/p/N82E16814487250?Item=9SIAE8D8559701
EVGA,EVGA 03G-P4-2884-KR G-SYNC Support GeForce GTX 780 Ti Superclocked 3GB 384-Bit GDDR5 PCI Express 3.0 SLI Support w/EVGA ACX Cooler Video Card,$410.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-780-ti-superclocked-03g-p4-2884-kr/p/N82E16814487003?Item=9SIAE8D8WG1744
MSI,MSI N210-MD1G/D3 GeForce 210 Graphic Card 1 GB DDR3 SDRAM G2101D3,$46.93,Free Shipping,https://www.newegg.com/p/1FT-0009-001D0?Item=9SIAFJ8B5P6711
ASUS,Asus GeForce GTX 1060 Graphic Card 1.59GHz Clock 1.81GHz Boost Clock 6GB GDDR5 PCI Express 3.0,$489.00,Free Shipping,https://www.newegg.com/p/1FT-000Y-001N0?Item=9SIAE8DBF39611
EVGA,EVGA 03G-P4-2781-KR G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,$355.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-780-03g-p4-2781-kr/p/N82E16814130916?Item=9SIAE8D8N47137
GIGABYTE,GIGABYTE GV-N770OC-2GD G-SYNC Support GeForce GTX 770 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready WindForce 3X 450W Video Card,$329.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-770-gv-n770oc-2gd/p/N82E16814125463?Item=9SIAE8DAPC6335
MSI,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti AERO 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$610.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-aero-8g/p/N82E16814137253?Item=9SIAE8D9BH0855
EVGA,EVGA GeForce GTX 980 04G-P4-2982-KR 4GB SC GAMING| Silent Cooling Graphics Card,$480.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-2982-kr/p/N82E16814487068?Item=9SIAE8D8K82866
ASUS,ASUS GeForce GTX 560 (Fermi) DirectX 11 ENGTX560 DCII OC/2DI/1GD5 1GB 256-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$220.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-560-engtx560-dcii-oc-2di-1gd5/p/N82E16814121446?Item=9SIAE8D8CK8303
EVGA,EVGA 04G-2975-KR GeForce GTX 970 SSC 4GB 256-Bit GDDR5 ACX 2.0 PCI Express 3.0,$480.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2975-kr/p/N82E16814487071?Item=9SIAE8D8810043
ASUS,ASUS GTX780-DC2OC-3GD5 G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$320.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-780-gtx780-dc2oc-3gd5/p/N82E16814121779?Item=9SIAE8DAY63462
ASUS,ASUS GTX660 TI-DC2O-2GD5 G-SYNC Support GeForce GTX 660 Ti 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$255.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-660-ti-gtx660-ti-dc2o-2gd5/p/N82E16814121656?Item=9SIAE8DB8P0920
EVGA,EVGA SuperClocked 012-P3-1572-AR GeForce GTX 570 (Fermi) 1280MB 320-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$265.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-570-012-p3-1572-ar/p/N82E16814130595?Item=9SIAE8DAPC5889
EVGA,EVGA GeForce GTX 550 Ti (Fermi) DirectX 11 02G-P3-1559-KR 2GB 192-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$259.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-550-ti-02g-p3-1559-kr/p/N82E16814130652?Item=9SIAE8D8351942
EVGA,EVGA SuperClocked+ 03G-P4-3663-KR GeForce GTX 660 Ti 3GB 192-bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$310.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-660-ti-03g-p4-3663-kr/p/N82E16814130812?Item=9SIAE8DAMN9547
MSI,MSI GeForce GTX 1080 Ti FE DirectX 12 GTX 1080 Ti Founders Edition 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$1099.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-fe-gtx-1080-ti-founders-edition/p/N82E16814137104?Item=9SIAE8DAC36693
EVGA,EVGA 02G-P4-3765-KR G-SYNC Support GeForce GTX 760 2GB 256-bit GDDR5 PCI Express 3.0 SLI Support Dual Superclocked w/ EVGA ACX Cooler Video Card,$320.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-760-02g-p4-3765-kr/p/N82E16814130953?Item=9SIAE8D8N46400
EVGA,EVGA 01G-P3-1561-AR GeForce GTX 560 Ti FPB (Fermi) 1GB 256-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support FPB Video Card,$255.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-560-ti-01g-p3-1561-ar/p/N82E16814130604?Item=9SIAE8D9A12102
EVGA,EVGA 04G-P4-3768-KR G-SYNC Support GeForce GTX 760 FTW 4GB 256-bit GDDR5 PCI Express 3.0 SLI Support Video Card w/ EVGA ACX Cooler ,$325.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-760-04g-p4-3768-kr/p/N82E16814130944?Item=9SIAE8D93T2603
EVGA,EVGA SuperClocked 01G-P3-1563-AR GeForce GTX 560 Ti (Fermi) 1GB 256-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$255.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-560-ti-01g-p3-1563-ar/p/N82E16814130610?Item=9SIAE8D9A11996
EVGA,EVGA 012-P3-1571-KR GeForce GTX 570 HD w/Display-Port (Fermi) 1280MB 320-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$265.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-570-012-p3-1571-kr/p/N82E16814130613?Item=9SIAE8DAPC5891
EVGA,EVGA  02G-P4-3658-KR  GeForce GTX 650 Ti BOOST SuperClocked 2GB  192-bit  GDDR5  PCI Express 3.0  SLI Support Video Card ,$259.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-650-ti-boost-02g-p4-3658-kr/p/N82E16814130910?Item=9SIAE8DBAM9377
EVGA,EVGA 03G-P4-3788-KR G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Classified w/ EVGA ACX Cooler Video Card,$369.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-780-03g-p4-3788-kr/p/N82E16814130943?Item=9SIAE8D8WG1663
GIGABYTE,GIGABYTE GeForce GT 1030 Slience Low Profile 2GB| GV-N1030SL-2GL,$108.34,Free Shipping,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030sl-2gl/p/N82E16814125973?Item=9SIA1K6BE86042
PNY Technologies  Inc.,PNY GeForce GTX 1080 DirectX 12 VCGGTX10808XGPB-OC2 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support Video Card,$849.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1080-vcggtx10808xgpb-oc2/p/N82E16814133732?Item=9SIAE8D8SS4340
EVGA,EVGA GeForce GT 630 DirectX 12 (feature level 11_0) 02G-P3-2639-KR 2GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,$225.00,$12.00 Shipping,https://www.newegg.com/evga-geforce-gt-630-02g-p3-2639-kr/p/N82E16814130821?Item=9SIADRAAS69308
PNY Technologies  Inc.,PNY GeForce GTX 1070 Ti DirectX 12 VCGGTX1070T8PB-BB 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,$680.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-ti-vcggtx1070t8pb-bb/p/N82E16814133766?Item=9SIAE8D8WG1610
MSI,MSI GeForce GTX 560 Ti (Fermi) DirectX 11 N560GTX-Ti Hawk 1GB 256-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$279.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-560-ti-n560gtx-ti-hawk/p/N82E16814127578?Item=9SIAE8D9GE8273
ASUS,ASUS GeForce GTX 660 Ti DirectX 11 GTX660 TI-DC2-2GD5 2GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$259.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-660-ti-gtx660-ti-dc2-2gd5/p/N82E16814121653?Item=9SIAE8DB8P0893
EVGA,EVGA GeForce GTX 650 Ti DirectX 12 (feature level 11_0) 01G-P4-3650-KR 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,$259.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-650-ti-01g-p4-3650-kr/p/N82E16814130838?Item=9SIAE8DBAM9378
MSI,MSI GeForce GTX 980TI GAMING 6G LE,$529.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-980-ti-gtx-980ti-gaming-6g-le/p/N82E16814127895?Item=9SIAE8DANM1167
MSI,MSI GeForce GTX 950 DirectX 12 GTX 950 2GD5T OC 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX ARMOR 2X Video Card,$299.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-950-gtx-950-2gd5t-oc/p/N82E16814127905?Item=9SIAE8D88Z1098
PNY Technologies  Inc.,PNY GeForce GTX 1070 Founders Edition 8GB GDDR5 PCI Express 3.0 Graphics Card VCGGTX10708PB-CG,$620.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-fe-vcggtx10708pb-cg/p/N82E16814133630?Item=9SIAE8D8E40013
GIGABYTE,GIGABYTE AORUS Xtreme GeForce GTX 1080 Ti Waterforce 11GD| GV-N108TAORUSXW-11GD,$1099.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorusx-w-11gd/p/N82E16814125987?Item=9SIAE8D8G63266
PNY Technologies  Inc.,PNY GeForce GTX 1070 Ti DirectX 12 VCGGTX1070T8PB-CG 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$639.00,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1070-ti-vcggtx1070t8pb-cg/p/N82E16814133727?Item=9SIAE8DAJ26766
ZOTAC,ZOTAC GeForce GTX 980 Ti 6GB| ZT-90501-10P,$574.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-980-ti-zt-90501-10p/p/N82E16814500376?Item=9SIAE8DAPC6302
ZOTAC,ZOTAC GeForce GTX 980 Ti 6GB AMP! Omega| ZT-90504-10P,$625.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-980-ti-zt-90504-10p/p/N82E16814500382?Item=9SIAE8D9BK0494
EVGA,EVGA GeForce GTX 1080 Ti GAMING| 11G-P4-5390-KR| 11GB GDDR5X,$1099.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-5390-kr/p/N82E16814487357?Item=9SIAE8D8K28335
GIGABYTE,GIGABYTE GeForce GT 710 DirectX 12 GV-N710D5SL-2GL 2GB 64-Bit GDDR5 PCI Express 2.0 x8 Low Profile Video Card,$77.90,Free Shipping,https://www.newegg.com/gigabyte-geforce-gt-710-gv-n710d5sl-2gl/p/N82E16814932005?Item=9SIAGBAABA5512
EVGA,EVGA GeForce 6200 DirectX 9 512-A8-N403-LR 512MB 64-Bit GDDR2 AGP 8X Video Card,$299.99,$3.94 Shipping,https://www.newegg.com/evga-geforce-6200-512-a8-n403-lr/p/N82E16814130452?Item=9SIAGSC7J12224
